,PETR4.SA,VALE3.SA,ITUB4.SA,ABEV3.SA
2021-02-09,30.624137335759425,46.636471022213264,37.70532782353629,46.810759564709265
2021-02-10,32.10987282734454,47.427071359943966,40.20152631490213,45.81066887662797
2021-02-11,31.294332044086733,47.03861882551909,38.68320949184605,46.325741442787475
2021-02-12,30.794209541908735,46.22835613598137,38.06395631341504,45.588527561633725
2021-02-13,31.093529803307344,47.38498119280744,37.88691942702867,44.95170230752579
2021-02-14,30.943437179469267,45.991655110683205,39.36575539167804,45.78624874822331
2021-02-15,31.743820252389387,48.211059993360244,38.91522199443908,46.189316724571846
2021-02-16,32.0312586230261,46.67798762354266,39.004716553315724,45.32074848411039
2021-02-17,32.22940516998147,47.309003959982206,39.735324369020596,45.712036356522674
2021-02-18,32.23969540262322,47.39480142031866,38.13890363094792,45.080283337148856
2021-02-19,32.15819998956142,46.897226337011794,39.811404038243595,46.962878933671035
2021-02-20,31.559892955432662,47.695610546898976,38.37041535995219,45.684244622516914
2021-02-21,31.304027348856277,46.7121937893686,40.43832063273226,47.283118961324156
2021-02-22,30.753803669657135,47.977867939358156,39.2425266835543,47.36023219933128
2021-02-23,32.396679631979254,45.91388550603975,38.081830832403355,45.90186197302577
2021-02-24,31.599420880974346,47.29706016677701,37.23863764586715,45.06443357724026
2021-02-25,31.458068885109867,48.99815459871761,39.42250581994193,44.08988903247458
2021-02-26,32.46158989470961,46.25800020514887,38.51891921924658,44.65558774342391
2021-02-27,31.16055313892997,46.56601737183014,38.69233118423465,44.75132825045869
2021-02-28,32.25365063451947,47.68624620077105,39.406059648234525,47.26506838208973
2021-03-01,31.919502905755696,47.379719626837876,39.59880291612937,46.12047739047908
2021-03-02,31.08473087689436,47.54538043814414,39.76757157272644,46.375554293771685
2021-03-03,31.69297589364819,47.680400173938224,37.92777156275296,44.00206120300868
2021-03-04,32.355671327345604,47.82168075553739,39.93191710143293,44.938830454131605
2021-03-05,32.24748047579655,48.270828627839826,38.39401353167092,46.84415394127811
2021-03-06,32.690591582811834,47.62081245054777,37.107649591722165,46.301377919226866
2021-03-07,31.96588368635576,47.016031998185774,37.94008213197419,45.909861967318655
2021-03-08,33.87656616769765,47.8749428678851,39.01759057578393,46.56300705345715
2021-03-09,31.179535667873278,49.02704660014577,38.099780384774725,47.543306606671926
2021-03-10,31.50992272235614,47.12864318071912,38.787918976318394,45.85323076971251
2021-03-11,31.724452183945882,46.34383040167382,39.118518933283305,46.12112659705529
2021-03-12,30.87209500511843,48.294845598810326,38.72092633671101,46.23628336529046
2021-03-13,32.422216703616876,47.14850777758385,38.48209305714831,48.24541705132615
2021-03-14,32.336349914996596,45.22950149277444,37.90167578838802,44.14975970122861
2021-03-15,31.781097151760047,48.05876784726343,38.88294184626134,46.690577064835225
2021-03-16,31.43393041934437,46.765810747776975,37.277535614000314,45.963997534233854
2021-03-17,30.830197281935884,47.183666571319286,38.34033813832266,46.58740197739853
2021-03-18,31.275129563177916,47.58045953645949,38.155002824697604,45.471172551504054
2021-03-19,32.24069864140376,47.44881363587545,38.68580644843639,46.02731904581508
2021-03-20,31.639307397869413,47.93549416710854,38.706311681500694,46.72204807094468
2021-03-21,31.50429570390537,46.86327936719434,39.61033765605001,48.91506737627726
2021-03-22,32.0888637540381,47.75198059312912,40.09078449862213,46.810709546906
2021-03-23,32.502332667056045,47.027822776443585,38.00946074672873,45.29814925234339
2021-03-24,31.93452613418639,47.962820254322104,40.40583203883109,45.68510015329606
2021-03-25,31.970178607108,47.84643207046118,38.269080291352516,45.65722428556557
2021-03-26,32.635607840315195,46.39195759117932,39.00174648270614,44.43006046938463
2021-03-27,31.881117109435053,48.28536888531955,39.26148838181873,45.767559507776056
2021-03-28,31.57460200448101,46.763457495751126,40.750884355172445,46.73720321580784
2021-03-29,32.19246571548796,48.02169934021769,38.44694508774486,44.90154938541125
2021-03-30,31.605198713425178,47.6064765041623,37.4780497170854,47.022099527682876
2021-03-31,31.533581044586924,48.98354567184299,40.01069799382371,46.50753644580011
2021-04-01,32.56663544258495,47.047780345434184,38.21677931491425,45.388189096842744
2021-04-02,31.57786408777151,46.92700330270497,38.57833675645196,45.927280233386774
2021-04-03,30.085921577892464,47.23347003371373,37.99265125007856,47.51500631076132
2021-04-04,31.97566813796982,46.96410984640747,38.575483100135,46.72139363229274
2021-04-05,31.50612415452414,47.995635641126725,38.20107083013139,46.05543972768566
2021-04-06,31.570775402256643,45.72499913441298,39.368354604623136,45.82654883178877
2021-04-07,32.03624752209348,46.24900802858485,38.90567053962051,46.110274417628844
2021-04-08,31.643136578348436,46.231662689501036,38.31447786380788,45.56821769792355
2021-04-09,31.880661854727343,48.121487530055056,39.60518389185972,44.106879857538345
2021-04-10,30.46622822658225,48.83085808634037,39.02981576139256,47.89625849913374
2021-04-11,31.144015439819402,47.12257383225674,37.40423564946489,46.16562751528656
2021-04-12,32.62181560678274,47.05738724323238,39.53535692729601,46.38321142338671
2021-04-13,31.72086008852181,47.2767436631084,38.964037217552736,45.96111002385875
2021-04-14,30.672905816775742,48.296920090568705,39.890986293143165,45.336359846065015
2021-04-15,31.04862572699078,46.32975679830412,38.90851122363551,45.83386590123442
2021-04-16,31.095401171220075,47.41913277374282,38.196940592847845,44.53470232954525
2021-04-17,31.782896041408502,48.10571698755858,38.64603080907936,48.0780325933979
2021-04-18,31.441305385765986,47.65475302144902,39.420145564465834,44.857549725412376
2021-04-19,31.29429251517064,47.35631784340337,38.1989438659269,45.037231076057644
2021-04-20,31.70903552915185,48.112823654948755,38.44929579686187,45.57320243663495
2021-04-21,32.00421633887361,44.62603297087215,38.61318640944799,47.1501443960716
2021-04-22,31.534693160875076,47.79704803146608,37.89120200118021,45.9777182390397
2021-04-23,31.331023831199563,46.53896907111993,38.1897016550216,44.825952469967206
2021-04-24,31.423484362363247,45.42660322082651,38.902326317523034,47.10118737862993
2021-04-25,31.900130705781105,47.62137282341386,39.693128731986235,46.615483937944845
2021-04-26,31.67632951088009,48.425667750137045,39.003386420153575,46.4326875533633
2021-04-27,32.16142452161097,46.99834306528667,38.71727386686207,46.5887194405187
2021-04-28,30.945280225573377,48.016851299181276,38.10443419459991,48.12065710845272
2021-04-29,31.17732773339983,48.6302508928733,39.58848469398281,47.92243364993328
2021-04-30,32.15154835483633,48.343863196227666,39.07121619737956,45.28344816740649
2021-05-01,31.151219606971864,48.64281167770884,38.18364375499478,47.39490476164656
2021-05-02,32.528561781020834,47.791409500894744,39.41967087964078,46.2507167309312
2021-05-03,32.53734143877831,47.15725876181268,39.15167488696814,46.350226067869976
2021-05-04,32.524557022508695,45.57199791084674,38.08358635587988,44.33386926610242
2021-05-05,31.082316048749295,46.84066315788916,38.62875482108642,45.722588988959686
2021-05-06,31.683179456040065,46.271575588201884,38.320055645791086,45.1264282852849
2021-05-07,31.3176365158674,49.10125081698961,40.73367983637974,46.6246339668351
2021-05-08,32.2090633204128,46.88540543873686,39.10129285981064,46.84074888261863
2021-05-09,32.70006172009694,47.15985625373171,38.8284721995098,43.9479427711665
2021-05-10,32.16829916609496,47.55599948752734,39.04400155332169,45.82413926760845
2021-05-11,31.616555638632672,47.07081337343277,39.74006851351298,46.866978859248036
2021-05-12,31.374696042682146,48.618841552603605,38.60196266301005,45.65931804294155
2021-05-13,32.012204486543105,46.42938954056945,38.20396921756729,46.492999644721564
2021-05-14,30.82256338493405,47.192086797597426,39.308916686006086,46.13940901242633
2021-05-15,31.931597850830887,46.30256871778101,38.51389397378741,46.12399145949255
2021-05-16,31.008303135865972,45.75160484641697,37.815026158954915,45.55457083379313
2021-05-17,31.97583377397626,46.41194130035554,37.658469721351814,44.6799888857741
2021-05-18,31.476461379255113,46.94667804777637,39.8174992409727,44.760624009721596
2021-05-19,31.32801685974757,46.570419750655496,38.72922204423872,46.43551904357502
2021-05-20,31.008630453137126,46.315876490595535,38.16497691812254,45.79554774400099
2021-05-21,31.339193283832188,45.636534476369796,38.43492054192033,45.64414908570736
2021-05-22,31.913227630251157,46.877244581554194,39.23711260497396,45.3757733555471
2021-05-23,32.21808747755024,45.53090011765627,38.378724975316395,45.478695920741714
2021-05-24,31.88616156369134,47.65971496029707,37.47749721192476,46.71504693736112
2021-05-25,32.41284677576606,47.01488176840315,38.84876881347397,45.43916336268646
2021-05-26,33.15383640843677,45.5568911003787,39.528206271234176,44.50901173852383
2021-05-27,31.33500569567695,46.633897660293826,39.47169184314035,46.41935862504181
2021-05-28,31.406398419955927,46.21049020370316,38.14815668675756,45.5420486345614
2021-05-29,30.620269184808762,47.21542080804809,39.56177669836181,45.753888164431245
2021-05-30,32.28458675873037,48.173484657426535,38.73820843366991,47.197810149448586
2021-05-31,32.35008835691294,45.134840824386075,39.53158716037867,45.695876799156174
2021-06-01,30.97287039724681,47.007374434157235,39.00972908372961,45.97581863196153
2021-06-02,31.911241581321903,46.74290710456882,37.38006240858498,44.620969180034265
2021-06-03,32.2883497164721,47.522859489630164,39.912252545005636,45.49858269266445
2021-06-04,31.656911396438478,47.08605488475571,38.59332382557644,46.256913740533776
2021-06-05,32.048073209817304,46.170795506429506,38.99726559978083,44.26122448669436
2021-06-06,31.61864008222655,46.57526692425122,37.502968597479494,45.87283316255432
2021-06-07,30.732951415887996,46.12104466889146,38.93528042052048,45.77697887981853
2021-06-08,32.16850322920187,47.884715028852305,39.396221954900454,45.71861901762843
2021-06-09,32.341228711439875,46.88544263866626,40.039726073508724,46.63170321021465
2021-06-10,31.96423465225002,48.657368158682644,39.621801163767515,45.981824149718626
2021-06-11,30.890072977687726,46.801677704334956,38.96225823448375,47.031547156550765
2021-06-12,31.01717711298111,46.18702770404403,37.33005655454299,44.753591029561
2021-06-13,30.774584382590795,45.42365263880947,38.63010707350832,45.790841966009694
2021-06-14,31.979611525152887,45.147710846076436,38.0651354767297,45.74115215985514
2021-06-15,32.29472484458547,45.352308793329556,38.70619370897533,44.6766823099903
2021-06-16,31.75756550166679,47.09947538713696,37.57702852994515,46.540107439782545
2021-06-17,32.08424906838855,47.32614452982641,38.35740156474643,47.79887410000872
2021-06-18,30.934771217597877,45.34967661188509,38.117637421323565,45.640776049172295
2021-06-19,31.577799663169557,47.688799483468216,38.09256666681685,46.12053673053276
2021-06-20,30.614191621554365,46.38533384306003,38.09950336710322,45.73230194173435
2021-06-21,30.993706972733907,46.98007796387806,38.41172786632047,44.99633208657877
2021-06-22,32.04221934910096,48.36518451069712,38.739521167389874,43.975674236052974
2021-06-23,31.331506241827853,47.68881162046399,36.574349428907624,45.00292915916092
2021-06-24,32.252560748014076,46.58705637825158,36.669202941746356,44.370600438105065
2021-06-25,31.82613405622169,45.99860482418054,38.254040222034746,47.224659842390494
2021-06-26,33.22297764233579,44.80692367784571,38.364197477391734,45.54850062622257
2021-06-27,31.544930866493782,46.16286756453813,38.66591311849974,45.336664165354456
2021-06-28,30.59191391072558,46.64465505357475,37.95381732422229,46.476620131695526
2021-06-29,31.46525263521778,45.91197525347297,38.528501076066725,44.62395128243064
2021-06-30,30.875995028505105,46.72357457890714,38.62108577524233,44.9529118282033
2021-07-01,32.11138586029539,46.922610678505,37.952819172013065,45.72495709870076
2021-07-02,31.518190563764513,46.63950018416359,39.315032268889006,46.61343231639362
2021-07-03,31.40597413942352,46.23979321128811,38.66633093792137,46.129938460381425
2021-07-04,31.416333612395487,47.0176224008733,38.9567692689841,45.89915783856371
2021-07-05,31.968578652284677,47.279622608579956,38.5873333147925,45.74533585709209
2021-07-06,31.21199305638369,45.83251243486347,40.174382706908155,46.046054855574525
2021-07-07,31.997032389512658,48.204613717735874,39.00419741012827,45.866601037675885
2021-07-08,32.17078217802087,46.77950388851164,38.16330307977788,44.73398475512919
2021-07-09,31.290518206322748,46.89516382426581,39.18624941528176,45.73143649704837
2021-07-10,30.921977888397766,47.5528174022766,37.27547449286122,44.702411915651744
2021-07-11,31.188300008251254,47.108006057427055,38.64814570264224,45.77330161834108
2021-07-12,31.97060936911239,47.79534147961226,38.80799134429927,45.259875651856674
2021-07-13,31.581142636862428,47.17008796742103,38.66607878806642,48.05392594882235
2021-07-14,31.927494528408108,46.323720541024464,38.30883043435905,45.678068182708806
2021-07-15,32.65323908748328,47.25276076616574,37.785243801968576,44.42407963655553
2021-07-16,31.68189760052052,45.83284532727862,37.96423539068523,45.60337556245243
2021-07-17,31.02403859271228,47.026403540823466,38.66448359649656,46.21368453876911
2021-07-18,32.21779798386003,46.89910509330891,37.72286817545186,47.28673625648779
2021-07-19,31.581802157667,46.74069370151464,39.976653584685465,45.203428000973666
2021-07-20,32.11016613713673,46.82377974654912,36.544368515413,44.293327408162035
2021-07-21,32.23903514963858,45.169342805953754,38.357491930719824,46.51807736003915
2021-07-22,30.95387963797389,46.44149679113118,38.702496588880265,44.49533145872448
2021-07-23,32.4517136397985,47.05836552920266,39.019104351812025,45.37642511478785
2021-07-24,32.15370748482514,47.13071410189203,37.916339286742314,45.54998023695715
2021-07-25,31.197803245341813,46.013411881623774,39.522786443987805,45.73257402367181
2021-07-26,31.783199052526466,48.198144754907005,37.558545626955045,46.44320968581144
2021-07-27,31.75954880401698,46.185370870018104,38.21202779860316,45.18328876791306
2021-07-28,31.6174345735835,47.93677542839611,39.146075262056215,45.57189757139653
2021-07-29,32.16507379433726,47.432458913776,39.48172597596748,45.821701855827875
2021-07-30,32.532777670023144,46.42424884039357,37.583074548948055,45.983393930375144
2021-07-31,31.627788658256293,48.73302668204565,40.75162430910016,45.94589938175205
2021-08-01,32.47951615284796,45.92610545283982,37.9959053568037,46.269380904563015
2021-08-02,32.268455449479305,47.942707166300934,37.68131563083567,46.65761015769861
2021-08-03,31.793838866334372,48.03149259344997,39.10736267657132,46.25130654449651
2021-08-04,31.76586548874731,46.45652870735656,38.45257744052629,46.319087212324064
2021-08-05,30.925827961814726,48.427294142427655,38.346946619552064,44.44665437760223
2021-08-06,30.711642209711904,46.87977008249145,39.209332671820036,45.9692170632305
2021-08-07,31.783185148171732,47.40372907319249,37.5616267857305,46.378599826469035
2021-08-08,31.13985448656817,47.38936544797745,37.435283432002294,46.62178929788674
2021-08-09,31.669564597419054,47.02730614552624,38.308542961759166,45.31845119303623
2021-08-10,31.36220246765713,47.9381341641665,39.62789409090009,45.361890719660245
2021-08-11,30.57034927700275,47.93495049530574,38.36386394999724,45.453345414270196
2021-08-12,31.94967076391865,45.53305433734231,40.0571967240442,46.494786724897246
2021-08-13,31.46584567194904,48.44753886907443,39.75739008883252,46.968829876515535
2021-08-14,31.791110987392912,45.64188150997647,39.05136919234025,45.64729116154455
2021-08-15,31.178710217376807,48.21721387499917,39.10725580916781,46.87942798927024
2021-08-16,31.54487040460538,48.32096600057875,39.07380347785186,46.166520717641404
2021-08-17,32.765449958154704,46.22718847819734,38.9900158357804,45.9509315482101
2021-08-18,31.86030886710212,46.88822724486992,38.590761976442735,45.88434084731038
2021-08-19,32.13924376885295,46.242126930442176,38.693525433261364,46.786404502106244
2021-08-20,30.985686747905604,47.103902837374726,38.064678727306166,46.41069183842757
2021-08-21,33.335143288917976,47.0302953293106,37.18534322098914,48.23299767880657
2021-08-22,32.99664171104621,48.079887558239214,39.78952872789821,45.34824471878905
2021-08-23,32.700132958348966,48.59995676435493,39.06158508073002,46.633434310927306
2021-08-24,32.36868199823188,48.69667024150967,38.95608460438567,45.67743338229759
2021-08-25,31.858865879176612,46.849628217185646,39.275684401478024,45.377141217354705
2021-08-26,32.14239792152023,47.20101219208973,38.3286774610389,46.1883435647374
2021-08-27,32.54055402281729,45.81389765701345,38.20644037338076,46.34113575062675
2021-08-28,31.47882027810432,46.66472023442535,38.780762214218086,48.935892388357175
2021-08-29,31.607238834116796,48.365867169672114,40.086561196287526,46.07387979455206
2021-08-30,30.834479555083508,49.00137019866357,38.11424976484321,45.21181974444681
2021-08-31,31.41933420336815,46.3046467485736,36.98585491875396,46.529299113722864
2021-09-01,32.987122259532114,46.93180169727744,38.647378919864806,44.36670154241401
2021-09-02,31.721056181079316,47.486947878041796,39.96356783044311,46.22225409074489
2021-09-03,31.742489052084,47.79516676717436,37.72572660512849,46.338350389002336
2021-09-04,32.16031399628746,46.773749793871126,38.17150865188307,47.07694406956436
2021-09-05,30.935863208309662,47.9650274648511,39.31565420831197,47.25918136145377
2021-09-06,32.584238533748334,47.12625757281375,41.13561656189744,45.90393835675841
2021-09-07,32.80091555552535,47.580295259027416,38.07241681480088,46.247647226734564
2021-09-08,32.24274815370866,48.13099697961333,38.055543867622255,45.692193487765664
2021-09-09,33.06978225260026,47.633192861597514,39.4288233262972,45.37211167668128
2021-09-10,31.1735637780671,47.22777794942591,40.12096457926723,46.72356748236589
2021-09-11,33.21541846309533,47.55566981693634,38.70158750611051,45.268957071427415
2021-09-12,31.577461432529763,47.59243031955836,37.93355074285693,46.08282771641028
2021-09-13,31.236678461309122,47.340477791987595,39.55776230535345,45.559559709923484
2021-09-14,31.915646716057438,47.46294731045855,39.71330273067604,47.01083268516428
2021-09-15,33.27835527063089,49.250153767966644,40.6392266939728,48.190010336628205
2021-09-16,32.07739454629621,48.27732919715502,39.7734519623156,45.32267740626364
2021-09-17,31.503165061294112,47.47717014626939,39.921146007399706,44.826057827886295
2021-09-18,31.281832157546223,48.439879972270816,39.079750575886074,46.448006555107774
2021-09-19,32.05540565665569,47.47316664550482,41.21339730761853,46.59453996641952
2021-09-20,30.854735587555602,48.92667702342192,38.99976842597922,46.799023581071104
2021-09-21,31.31091673660265,48.17649376238512,38.845328772534586,46.19653960648366
2021-09-22,33.14478120398702,47.73759627970714,40.758009924731184,46.440593820235875
2021-09-23,33.014664035447055,48.28310084777791,38.195072693649344,46.98447068922016
2021-09-24,32.094406407322325,46.3729446358974,37.915231744178584,47.62579567461937
2021-09-25,31.888696493137886,46.812386812878664,39.471527870959584,44.85526187491976
2021-09-26,32.23544932096387,46.76387378288052,39.38924723510996,46.345714149643086
2021-09-27,33.7146922448843,48.055310290687565,39.2245582723663,46.902961614887175
2021-09-28,32.47859804072298,49.588092551824516,40.19627143811036,45.86508898917964
2021-09-29,32.812806624074746,50.07973726504529,38.71578487249306,48.344803573793094
2021-09-30,32.109359704582964,48.5740117984432,39.49158781015093,46.1576002139939
2021-10-01,32.28847884833147,48.45811423359142,39.17085296836878,46.725108300730696
2021-10-02,32.67479080556984,46.27494071980901,38.766040152994954,47.29555738146009
2021-10-03,32.350271239661545,47.49129428822884,39.42941257557169,46.24207399536904
2021-10-04,31.06108669783932,47.271731703346774,40.15958298631508,45.08770896119641
2021-10-05,33.110980778850504,47.4455428600917,41.16744304720408,46.421657386074585
2021-10-06,31.903446789614534,47.892204155435365,39.968711884037845,47.79310283890512
2021-10-07,33.66367264086567,47.61588226402998,37.552615328982775,46.534639289338074
2021-10-08,32.75832696164956,46.18963402920747,39.506599139646625,46.073642754779065
2021-10-09,32.37201836355077,48.80918937532935,39.58696867787199,47.73736281376204
2021-10-10,32.61771398486609,47.082844415011984,40.29465104573344,46.58031951915962
2021-10-11,32.274763654019395,48.34999457157882,39.71513636750513,46.426161153882724
2021-10-12,32.04075525860367,50.116943130434706,40.5655799065198,47.05339660541991
2021-10-13,32.49532664531572,47.268457818842265,39.89914948541359,47.64484033617399
2021-10-14,32.939147449650875,45.74097568168004,40.82712975507596,49.15835497875963
2021-10-15,32.080301497788845,47.899012883361,39.26699103789576,47.72211632007928
2021-10-16,31.987132219154162,49.23745684706606,39.735493592313915,48.04409093253709
2021-10-17,32.16661921591048,50.06948836198343,40.28191000935893,46.50324859851103
2021-10-18,33.01501884637549,47.03251763109068,39.19153919412282,46.03003829867862
2021-10-19,33.344622705069966,48.69507914112209,39.02965265824849,47.05564952509686
2021-10-20,32.65111741138689,47.78615667106794,39.16524314780255,47.10845391241743
2021-10-21,32.79957104985638,48.14094039491348,39.07997257182942,46.013650047578416
2021-10-22,32.028059575780595,50.78312161015514,40.08935106761878,46.866327070157354
2021-10-23,33.00397494145063,46.825455757812456,38.24320022930078,47.41245634466517
2021-10-24,32.80187106070802,48.51668242989897,38.47091748223366,47.386190172312965
2021-10-25,31.99689574681275,48.731470028127646,41.16948317462623,47.53019174842626
2021-10-26,31.310164734052627,49.332851611395355,39.14084851654797,47.34071718162437
2021-10-27,31.68128762085785,48.39684908014985,39.876759346788134,46.605477720741135
2021-10-28,32.0421733155525,48.607151054298456,38.554606195316,46.60795656976144
2021-10-29,33.226512181207056,47.94618160553676,39.80830774363945,45.97733835104763
2021-10-30,33.48398171291546,48.587483816747714,39.17518533599967,48.770191139491
2021-10-31,32.20729219399381,48.00949650289889,38.517334534419,47.12525324537791
2021-11-01,32.23303080619879,48.94149241963517,40.80765179263902,46.91067959908058
2021-11-02,32.66927037649675,47.99998013663329,40.69258484713619,46.26110560083073
2021-11-03,32.51370091011468,48.72270767572026,39.68280850592045,49.87620366693585
2021-11-04,33.11015440959893,48.34065796851372,40.56057975911774,46.14031088596647
2021-11-05,32.17845465925299,49.45444725008411,41.278431557301914,46.74875960546594
2021-11-06,33.131094350524634,48.33298103846915,40.37855598824724,47.54400654172898
2021-11-07,32.36998938412648,46.689520221614984,40.16759863662403,47.72241176188945
2021-11-08,33.07821588427116,49.60395191316638,39.951365171052736,48.062475351679744
2021-11-09,32.35737171255854,47.532219186394514,40.3111847802481,48.8618773583807
2021-11-10,32.14063188416933,47.779092818449804,39.51692772124486,47.651472226346115
2021-11-11,33.77127395130061,47.839874069694034,39.589930742447294,46.19692596963677
2021-11-12,33.22878081688176,49.73344984935461,40.16744221203382,46.948233757401475
2021-11-13,31.39048914216344,46.3725548981434,39.442105927827605,47.48043186125507
2021-11-14,32.26029657165842,51.43335875949093,39.53077213921017,49.1298689600274
2021-11-15,33.32759040832834,49.441243802089566,39.822602818071005,45.89422585064129
2021-11-16,31.78193264628817,48.646238441745076,40.732898390931815,48.32845549675996
2021-11-17,33.05248601482052,48.382830929184436,38.934841630550736,47.37577248478426
2021-11-18,32.98777664920596,48.712471170292986,40.42958287779499,47.993898973531905
2021-11-19,32.10869331799905,48.94126021013615,40.45764518672836,47.11787850444415
2021-11-20,32.55550472577097,49.06284175228319,40.455014705335955,46.42785763565671
2021-11-21,31.214665243850156,48.979090664732155,39.2002660772977,47.92002190454367
2021-11-22,33.70589817964426,48.533804605568,38.50264517268662,47.831722695782716
2021-11-23,32.36560096572262,48.26003798954051,40.281400472587706,48.13045044562939
2021-11-24,33.08445457601156,48.30554278609366,39.98878145189122,47.20999813300431
2021-11-25,32.9626191775132,48.26466401347078,40.634406860044336,46.66224742434681
2021-11-26,33.44326582319199,49.54095381492242,39.2891878518021,45.76561837157625
2021-11-27,32.287735293840875,49.022845952285266,40.44270122395975,47.9913605278979
2021-11-28,32.69903108559809,45.62973384036879,40.67527436544712,47.62148679413495
2021-11-29,32.928303416884944,49.08290720450116,39.76739105472727,46.320749626089295
2021-11-30,33.130418671800115,48.63969521869903,40.17161088262472,46.720191478403194
2021-12-01,33.311978320931544,48.434060635089466,40.14350221056349,46.78674773168313
2021-12-02,32.25790666085659,48.07791780956291,39.192210106254215,45.83439640527215
2021-12-03,32.136441224686855,49.529864966425386,40.259659554900736,46.456060230841345
2021-12-04,33.44271056308288,49.358880272997254,41.12077251099166,46.158546628383974
2021-12-05,31.24762370767616,47.70420582442297,39.8550953053906,46.83235043234163
2021-12-06,33.57603292574981,48.83605917007661,38.6815492239393,46.52488896392498
2021-12-07,32.36518534238593,47.508900922742214,39.29106794651314,45.690625151611215
2021-12-08,32.55589502128319,47.11427078017788,38.42580204260023,49.106968460720445
2021-12-09,32.1161938539572,47.835189134588354,40.849814347961356,48.38311477424215
2021-12-10,32.523954348661135,49.26375290198125,40.4316003593827,46.476908939755035
2021-12-11,33.37441679442829,49.34792939207764,39.428631485391854,47.45903478986339
2021-12-12,33.048921022219034,48.9215522452574,38.70104928559672,47.591710249952
2021-12-13,32.86676547565362,49.121889646636006,39.16038445823464,48.31331859937829
2021-12-14,32.603218354396084,48.91724382124754,39.31141916848393,46.42599999787642
2021-12-15,31.608541720149038,47.799853417130834,39.899402618959165,48.21314392815897
2021-12-16,31.994488673410693,48.82807564606686,39.869332987490544,46.67162212327935
2021-12-17,32.31537023567429,49.17818124008269,40.86689722686416,45.92848944110449
2021-12-18,32.830142081300814,49.12928070619853,39.2539520666991,47.85550649866023
2021-12-19,32.576007800161406,49.54273547531037,38.60479954010019,48.382262878021685
2021-12-20,33.16372529107643,49.07539843901537,38.8784901556178,49.594081206565676
2021-12-21,32.83051475818492,48.72689043138999,39.77150360602904,46.0366616290031
2021-12-22,32.555735348164724,49.413311088752494,39.20866122019828,47.812380630862755
2021-12-23,33.98922357660201,48.352334667699076,39.549712450565,46.766963861527294
